A,06/07/2017 18:35:55,Calm/Peaceful/Serence
A,06/07/2017 19:35:12,Joy/Happy/Excitement
A,06/07/2017 20:39:44,Joy/Happy/Excitement
A,06/07/2017 20:48:14,Joy/Happy/Excitement
A,06/07/2017 21:50:33,Contempt/Relaxed
A,06/07/2017 22:48:41,Calm/Peaceful/Serence
A,06/08/2017 02:01:34,Calm/Peaceful/Serence
A,06/08/2017 02:49:16,Stress/Suffering
A,06/08/2017 03:52:47,Contempt/Relaxed
A,06/08/2017 12:24:18,Contempt/Relaxed
A,06/08/2017 12:29:28,Contempt/Relaxed
A,06/08/2017 13:17:20,Calm/Peaceful/Serence
A,06/08/2017 13:25:42,Stress/Suffering
A,06/08/2017 13:29:37,Calm/Peaceful/Serence
A,06/08/2017 13:43:39,Contempt/Relaxed
A,06/08/2017 14:03:08,Contempt/Relaxed
A,06/08/2017 14:25:02,Calm/Peaceful/Serence
A,06/08/2017 15:55:18,Contempt/Relaxed
A,06/08/2017 16:46:03,Contempt/Relaxed
A,06/08/2017 17:30:40,Stress/Suffering
A,06/08/2017 18:52:50,Calm/Peaceful/Serence
A,06/08/2017 19:49:17,Depressed/Hopeless
A,06/08/2017 20:54:09,Contempt/Relaxed
A,06/08/2017 21:29:37,Joy/Happy/Excitement
A,06/08/2017 22:25:37,Joy/Happy/Excitement
A,06/08/2017 23:10:39,Joy/Happy/Excitement
A,06/08/2017 23:36:18,Contempt/Relaxed
A,06/09/2017 00:51:35,Stress/Suffering
A,06/09/2017 02:01:29,Stress/Suffering
A,06/09/2017 02:19:34,Contempt/Relaxed
A,06/09/2017 03:00:01,Contempt/Relaxed
A,06/09/2017 03:56:53,Contempt/Relaxed
A,06/09/2017 13:07:30,Calm/Peaceful/Serence
A,06/09/2017 13:36:04,Contempt/Relaxed
A,06/09/2017 14:43:25,Contempt/Relaxed
A,06/09/2017 15:29:10,Calm/Peaceful/Serence
A,06/09/2017 15:43:58,Contempt/Relaxed
A,06/09/2017 16:04:51,Joy/Happy/Excitement
A,06/09/2017 16:16:02,Contempt/Relaxed
A,06/09/2017 16:29:54,Contempt/Relaxed
A,06/09/2017 18:06:27,Joy/Happy/Excitement
A,06/09/2017 18:34:25,Calm/Peaceful/Serence
A,06/09/2017 18:57:59,Contempt/Relaxed
A,06/09/2017 19:02:53,Contempt/Relaxed
A,06/09/2017 19:53:14,Joy/Happy/Excitement
A,06/10/2017 02:26:47,Calm/Peaceful/Serence
A,06/10/2017 11:51:55,Calm/Peaceful/Serence
A,06/10/2017 12:18:54,Contempt/Relaxed
A,06/10/2017 14:09:40,Calm/Peaceful/Serence
A,06/10/2017 14:39:57,Calm/Peaceful/Serence
A,06/10/2017 15:21:17,Joy/Happy/Excitement
A,06/10/2017 16:23:35,Stress/Suffering
A,06/10/2017 17:33:04,Stress/Suffering
A,06/10/2017 18:23:11,Contempt/Relaxed
A,06/10/2017 20:40:41,Calm/Peaceful/Serence
A,06/10/2017 21:01:32,Calm/Peaceful/Serence
A,06/10/2017 22:27:33,Contempt/Relaxed
A,06/10/2017 23:51:19,Contempt/Relaxed
A,06/10/2017 23:59:25,Contempt/Relaxed
A,06/11/2017 01:30:43,Stress/Suffering
A,06/11/2017 02:21:03,Contempt/Relaxed
A,06/11/2017 06:43:47,Contempt/Relaxed
A,06/11/2017 08:27:22,Contempt/Relaxed
A,06/11/2017 08:57:24,Contempt/Relaxed
A,06/11/2017 09:28:26,Stress/Suffering
A,06/11/2017 10:44:33,Contempt/Relaxed
A,06/11/2017 11:34:48,Contempt/Relaxed
A,06/11/2017 13:18:26,Joy/Happy/Excitement
A,06/11/2017 13:48:49,Contempt/Relaxed
A,06/11/2017 14:28:12,Contempt/Relaxed
A,06/11/2017 16:55:49,Contempt/Relaxed
A,06/11/2017 17:25:52,Contempt/Relaxed
A,06/11/2017 19:10:44,Contempt/Relaxed
A,06/11/2017 20:14:26,Contempt/Relaxed
A,06/11/2017 20:33:46,Contempt/Relaxed
A,06/11/2017 21:39:39,Contempt/Relaxed
A,06/11/2017 22:46:03,Joy/Happy/Excitement
A,06/11/2017 23:55:29,Contempt/Relaxed
A,06/12/2017 01:10:51,Contempt/Relaxed
A,06/12/2017 01:59:41,Joy/Happy/Excitement
A,06/12/2017 02:29:52,Contempt/Relaxed
A,06/12/2017 04:14:18,Joy/Happy/Excitement
A,06/12/2017 11:16:30,Joy/Happy/Excitement
A,06/12/2017 11:43:05,Contempt/Relaxed
A,06/12/2017 13:01:22,Contempt/Relaxed
A,06/12/2017 13:29:02,Contempt/Relaxed
